"path","provenance_class","classification_basis","sha256"
"skillopt/optimizer/lr_autonomous.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","6bf8e1542640473e43ecd69bf188d9854e6c8bea335d9aca39f7023db86b8884"
"skillopt/optimizer/meta_skill.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0910bef785527a8acebce9a5dfceecb88339da3b2bda06272278e4c523de3815"
"skillopt/optimizer/rewrite.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a49c6f4061c694258ef58ef5cd984ae40aaae15df4d8e12dcec5d0a63702eb36"
"skillopt/optimizer/scheduler.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","1f4ec3461975f24551a3e43895554d559bc7f568f8cf892af720a3206af65508"
"skillopt/optimizer/select.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7c744ee255c83ed7b92d2c842959a35c6ea10a848bcdb9c74eaf77c602b9775b"
"skillopt/optimizer/skill.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9a4e2e5984f6187704c2354eca2f05dceb2ab03d7c60f5798636d57f2d1b2619"
"skillopt/optimizer/slow_update.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9fb51b396b77c86a1c6d1337504400619c50b0b88fdb5b05a4021a10ac059236"
"skillopt/optimizer/update_modes.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8595ed4745387648cca20da08721ca8cb8ed34130b26398d65adab8d9265c58c"
"skillopt/prompts/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d870d164678aeefcbe43b735dccfce2717b221eb9fd4754602c07b9f57707e8b"
"skillopt/prompts/analyst_error.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7614e1c3fe16cd4ac682cda5470a470ad30a010d2d227172c631b8e93d23ae2e"
"skillopt/prompts/analyst_error_full_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","ad77bddd36290c6b20d1b3b42f79ffc898b22933ff3c2325988728ea8cb83f96"
"skillopt/prompts/analyst_error_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","395350f72e9d797bb2fa1588ab536d7ecbbf85bceff2965b057c97b983b70d3c"
"skillopt/prompts/analyst_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","b1cd8272c17a6cd4679b52fbfaf9252fa93e8e4a9009aa1bfa5e93eab63b3006"
"skillopt/prompts/analyst_success_full_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d74ebb498b9beb96eaa60ff91f22dc3bb2c5173da055d802c5678265695d43c7"
"skillopt/prompts/analyst_success_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","58f98bb8f32d8452ac8f3f5c594c9ad8223c3f03096e06233ad0e950be2c50af"
"skillopt/prompts/lr_autonomous.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","382bc5c0179c1cf0d5a6a59a2e56c1afc4a8f44283e5730aaf1c39a593814603"
"skillopt/prompts/merge_failure.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","46f6aa00e464efc3203f846a4de08be8e72afc5bc212340e510c1ba8df8b2248"
"skillopt/prompts/merge_failure_full_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8bf83952ab1d953e6963de4a79c373c10a3f8763fbdfe15b83ce734b3042839e"
"skillopt/prompts/merge_failure_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","2b07c9b3c240c2b3a460c66301a11e21aa8d837993ca78a884b6783aaaaa413b"
"skillopt/prompts/merge_final.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","2303163bcb4d5c6dd5bb86fdfea6fc58ce66b4f5ff217892bc1ea710d5e69400"
"skillopt/prompts/merge_final_full_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","33d9c76a5641e6a428b9dd24f76b19415f6c8413c7f17f49d51e8fd04aa8d051"
"skillopt/prompts/merge_final_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","76f9ecaf4bfc2c69956f43cf0cd4901fc5f749e2520405764e01ecc98fb1e17d"
"skillopt/prompts/merge_success.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0ef1f0ddac1fb0ac943ede71f3b85d29662c9b58a766530b80d19d420a3a266e"
"skillopt/prompts/merge_success_full_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","150c7b270cd64dd0df00ebc58e918401bd29fad9b21f7a5207ac53018079d0b3"
"skillopt/prompts/merge_success_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0b83ecaf5b087dbdb65e677a4cb2379d1a8038f120d8aaace77990579754feb0"
"skillopt/prompts/meta_skill.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7ad82cdb65abfc3c76c625986038ba1b997566a2515c7ba88876325b579f2cdd"
"skillopt/prompts/ranking.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","0b8a10250ccc7c84ef23678d81e1321b25517b4670ef48519bb1af85597ae6f6"
"skillopt/prompts/ranking_rewrite.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","af4aa5f3478a22ff0c619619ae4babb874b4b23496dfbd5858a832bf83dad3ef"
"skillopt/prompts/rewrite_skill.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","bacf64d7fce2bad39f90fb389bfcbaf51f6f1d855c3835da4c47d4b1172e70ae"
"skillopt/prompts/slow_update.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","796d1de34794ebcab7edbef80fac6989fb298777764fe688107233061f663e9b"
"skillopt/README.md","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","b9ac11bdc07e3d6cb95c9822cd5bb358513a3afc1815d92bfb478b151ad7ab0e"
"skillopt/scheduler/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","93e58d5e4a283cb3141940b5d19e755ac672386cc84929cc20b9e606266d7fe7"
"skillopt/softprefix/__init__.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","c7e0ca2dd6eeedbfc2ddec188d4f9bae05038b3528c789257189430c93a487e6"
"skillopt/softprefix/data.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","50fb6a9a0d203ea5e8ba778a5dc3fccc10fb63fc04163090a79bca7ac6ee5fae"
"skillopt/softprefix/interventions_v2.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","e19d24469a5aa7e13855f2f25403540b7a6baa8154d13bb3cbfff3b159c90bea"
"skillopt/softprefix/lora.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","dbd374109781d74502117512c89d81a9d38a12ffce05be8d02bd4e857dfa6767"
"skillopt/softprefix/model.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","0a724c9126551b00dc1df3d074bdebebc92a1b9b572d9343cf8009f9358aaf1f"
"skillopt/softprefix/multitask_trainer.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","ec277999bdc491c83952ba701dabd135c5a63d989b9b543fa63b0eedea9bc406"
"skillopt/softprefix/multitask_v2.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","0a9b7ba56b95c4ff90bca21a5a6ef4b5dbe33ac6360debaafdbaa6f1980db6cc"
"skillopt/softprefix/new_task_transfer.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","b82cdb06b5861120cc2f762da75aacabdb4012743ee14b80ebde4cad835ead53"
"skillopt/softprefix/trainer.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","e0268e307888772a894d36598f2cc52e6455d72ec98548bab56bdfec12855e5a"
"skillopt/softprefix/transfer.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","ffc268f9f4850146235a61d850ead09436b5517e87bdde282a917b3f02c0d5fe"
"skillopt/softprefix/vllm_prompt_embeds.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","5cc6c2599c24c85ad3895063b1813048b9957a2b1c321ea324284aa5816af227"
"skillopt/types.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","f2ccd3b540d8b55897b01261d6a0cc7ae11dc5e5c7dfda48911ee2a7d5e9a460"
"skillopt/utils/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","fdd85988cf41037550dd97ac26a3ec10b1992ddfc17dbf5b6eb3cbd040724d8c"
"skillopt/utils/json_utils.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4c220697a24a0cce22c8753dc9e5e5edffa03c7b179539c2713424dd8ea8d69f"
"skillopt/utils/paths.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","61dde689662a9296a37e7587204ecc3fbabbe3587ad08e24309581a66cfdf31e"
"skillopt/utils/scoring.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7166fc51a14cf5320cd568a8db05b4af7b10ca7546187ccee2f395d08f4e22aa"
"submit_fixed_budget.sh","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","86ac4361afe1f86a526bd1d3ff56e66768f183ea79fbf003cbde6089d69d8a42"
"submit_fixed_budget_grouped.sh","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","56056107669db280b9d2f235b801b448e838c1120114706c587a76367d9e2da2"
"submit_four_cell_three_seeds.sh","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","07002aa3b0f1bc2f9ea905181549b411e80741d6808fda0eba7f28c8d509c363"
"tests/__init__.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855"
"tests/test_alfworld_dataloader.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","9cab1123dccb9b76f9f048d4072614df5629aca0641dad559df54a06d8d0c9cf"
"tests/test_alfworld_rollout_logging.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d357b464ae0031c5ad888bd2a4ffdc3085d3adcdecab4cf59d70207bca0f3c6b"
"tests/test_alfworld_vendor_envs.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","7ebb1eafca48977860f7ffd9fe2d5328c2d600237bf910876ef28f98dc8eba51"
"tests/test_chartqa_chunked_eval_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","e6df6e05d3ff770bbaf57a5d1882c8c5f64ee370738d4c521664351e6a8e5719"
"tests/test_docvqa_softprefix_data.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","883e34af02b8a3f074d54a5dd1ada785f04e52496342141bbeec69d2bab08537"
"tests/test_drop_chunked_eval_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","6e23d8595c6ce4384d643c913d6a95d45188cc3cbe39af85ba67fed29055debc"
"tests/test_eval_cross_model_transfer_script.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","5914eae4ce903b1d4285ba1b796122a62ed4e3760062d7b87e0089eba36a7d8c"
"tests/test_json_utils.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","b7b5e4851bc04bcefa8bb612d299d727e6e523822b6eca868dfd23b11b3cb93c"
"tests/test_lora_training.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","fe902d4ebf50e1202d04287f8f7d62879e75399ac8ae41398f576f37cd7a2757"
"tests/test_multitask_v2.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","1d67fb73e14af69bc158ca962ee7faae69831b2ad1291bd56ebe7a7a2cf3805d"
"tests/test_new_task_data_adapters.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","aed68fc59464a59a419edb0bb9d2e31850e78b81f27d0d1b048944db1dc84f22"
"tests/test_new_task_transfer_cross_composition_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","7462924252c0fc2b9328b0aec05d33ee012ab02174d8a007bb1ceff1e69e2701"
"tests/test_new_task_transfer_evaluation_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","02ee7bdd84969ee379066789e6ab438003dd2c975fb8424babeb31a794b898ac"
"tests/test_new_task_transfer_final_protocol_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","d4babca3ae6a625d9915eaf64bce8d6b50900c1b4f937d75e9a03195a2c95f2d"
"tests/test_new_task_transfer_generation_controls_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","328432d6976d1c3f420dd55110fac25e673ebe43ccb4ee96ac148537c963bdf8"
"tests/test_new_task_transfer_prefix_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","f2110055d944e2ff07b5cf4e140a51efde9d29a83afeb7ce0248a54a14176ff6"
"tests/test_new_task_transfer_train_core_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","3ad6cfecb28fa58b8d30d341d02a363461dfd1dd3c9b03eb9e737962d85266f4"
"tests/test_new_task_transfer_train_state_v1.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","f9947eff561335592e89247e4b41d9321d8371f1d94f60d8ec6d07681d32ba43"
"tests/test_prefix_interventions_v2.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","534f13c43d4a08fa6f59f5e33f3cda306a88e7ed66adf4309bd02ad3febdf633"
"tests/test_prepare_gpqa.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","556b5728c5c05a3a3872dbc80fc61f187d51cb9be79deef2a0fdc068681970b8"
"tests/test_prepare_ocrbench.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","4222fc51b00a7c89b53eb1f252cc707c5a57c494d2d39aacfd07732e11174833"
"tests/test_scoring.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","a44af25597a51f8d94f6887f9bd19abf5b70b1b5201304a49cd1fa834bddc899"
"tests/test_shared_task_softprefix.py","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","e59ccf1379f2c925bfc9cfbea29374b119da001f54f97a56910d28ec862d283c"
"tests/test_softprefix_alfworld_rollout_cache.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","ef494c80fdc8faf507e51fc64de4b4b5465496fdc2423964dc444c81e1b97cd4"
"tests/test_softprefix_data.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","cd8cdb74999ab738e7f00fb889979ff0b364f96b920e87d6f60b3776946c7a4f"
"tests/test_softprefix_model_loss.py","upstream_modified_locally","Tracked by upstream/main and modified in this working tree","5af4a79b3390769453b896ee6ce5ec59e358ce5c6d8edb47c942f809b7dcb9be"
"tests/test_softprefix_skill_section.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","d35bccf8d8047abcae802c96411438c095952035ab74eddf34302902d77f3d64"
"tests/test_softprefix_trajectory_rollout.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","8af317ae5b30a0ec6c8c830653728e5897eeaddd0a661b89760585e9f91a7eca"
"tests/test_softprefix_transfer.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","aedc24d1c2d9caf5490d6c29d310ecae093494ff48f4936f719b0eb7ec788f66"
"tests/test_softprefix_vllm_inference.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","3f8fa11a1176f1bccc035c0c7bb9a6349da621db615be456ae4af97a301d88ff"
"tests/test_spreadsheet_auto_verify.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","f8dae1961bd8a4f2cb51f3e6b3813c35bd71d8cae89ef92643fcd2c2920b13de"
"tests/test_summarize_experiments.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","1d88b54782845193894c9fe95322c9705af91020a6f8303b82e2e14f7545da25"
"tests/test_types.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","801d4c72cb0e6e793cf8a6d0c175dbf0bb64975c08823afb37bc05b2273d4a34"
"tests/test_visualize_validation_checkpoints.py","upstream_unchanged","Byte-equivalent to upstream/main in the current working tree","3699bddd7b97dc87e4f3f586e4e0dbfaa431119de1294a4dcd649f7a9e6aa4ba"
"THIRD_PARTY_NOTICES.md","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","0f9db5dc93c10035d88dcb8ff3e86332b3495c6c3249489f9d484d790bee857c"
"train_fixed_budget_single.slurm","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","386cdde3b6325ae94d27bd425ee3855ca1774c723fe5c4a940a824d35ef58a19"
"train_fixed_budget_three_seeds.slurm","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","f8d35c644607f332ca1b820c8066a28c35eadff8c75c7720a1313bf5632911e9"
"train_four_cell_three_seeds.slurm","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","1e80209b947b1ad5105ae88eadaa72c35ec0f2bdc37d7abae1383964576c69e6"
"train_v2_four_cell.slurm","local_addition","Absent from upstream/main; filesystem evidence does not by itself prove personal authorship","6e9e41f02871e000c957509228b09b0949dd64cb4eb3d46b9a22bff09875d8a1"
